Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2003-10-29T08:14:00,60,KIR,20.42,67.84,102.43,64.7,10.64,25.3,6.41,84.42,-491.9,123,96.4,-502.6,67.2,96.4
2003-10-29T08:14:00,60,KNY,130.88,31.42,-157,24.73,17.34,65.27,-6.05,87.36,-133.6,-2.7,-21.8,-133.1,11.4,-21.8
2003-10-29T08:14:00,60,KOU,307.27,5.21,23.53,9.45,5.38,80.55,-17.78,105.94,-95.9,-44.6,25.3,-105,-13.2,25.3
2003-10-29T08:14:00,60,KTN,137.71,75.94,-158.19,70.4,17.26,19.6,-15.78,101.8,-489.4,-532,-146.4,-615.6,-378.8,-146.4
2003-10-29T08:14:00,60,KUV,302.82,74.57,42.42,80.91,6.64,9.09,-48.73,108.03,378.1,-28.1,339.1,228.3,-302.7,339.1
2003-10-29T08:14:00,60,LEM,147.5,-42.3,-133.21,-53.23,18.93,143.23,14.68,84.72,-97.9,34.6,-21.7,-103.5,8.6,-21.7
2003-10-29T08:14:00,60,LER,358.82,60.13,80.82,57.99,9.2,32.01,-4.8,85,-142.1,44.2,-65.5,-137.9,55.9,-65.5
2003-10-29T08:14:00,60,LMM,32.58,-25.92,100.12,-35.87,10.48,125.87,-18.74,22.48,-67.2,28.4,-19.5,-54.5,48.5,-19.5
2003-10-29T08:14:00,60,LOV,17.83,59.35,95.85,55.92,10.2,34.08,3.93,77.9,-134.3,46.9,8,-137.2,37.6,8
2003-10-29T08:14:00,60,LRM,115,-21,-173.24,-31.73,16.26,121.73,0.91,59.91,-104.4,40.5,26.3,-105,38.8,26.3
2003-10-29T08:14:00,60,LRV,338.3,64.18,66.75,64.91,8.26,25.09,-17.88,95.28,-1189.6,197.2,167,-1071.7,552.8,167
2003-10-29T08:14:00,60,LVV,23.75,49.9,98.08,45.51,10.35,44.49,4.51,68.09,-83.6,44.6,13.4,-86.9,37.9,13.4
2003-10-29T08:14:00,60,LYR,15.83,78.2,111.39,75.3,11.24,14.7,4.42,93.81,-63.9,830.6,229.5,-127.7,823.2,229.5
2003-10-29T08:14:00,60,LZH,103.85,36.09,176.31,30.58,15.56,59.42,-1.84,69.24,-109.3,17.7,15,-108.7,21.2,15
2003-10-29T08:14:00,60,MAB,5.68,50.3,82.6,46.23,9.32,43.77,-0.42,75.64,-91.7,28.5,2.5,-91.5,29.2,2.5
2003-10-29T08:14:00,60,MAS,23.7,69.46,106.18,66.21,10.89,23.79,8.66,85.24,-258.5,329.9,320.3,-305.2,287.3,320.3
